"sujeto";"predicado";"objeto";"confianza";"frase"
"right action";"be understand in";"form of consequentialism";"1.0";"One thing to note is that the theory is a form of consequentialism: the right action is understood entirely in terms of consequences produced."
"right action";"be understand in";"form of consequentialism";"1.0";"One thing to note is that the theory is a form of consequentialism: the right action is understood entirely in terms of consequences produced."
"right action";"be understand in";"form of consequentialism";"1.0";"One thing to note is that the theory is a form of consequentialism: the right action is understood entirely in terms of consequences produced."
"right action";"be understand entirely in";"form of consequentialism";"1.0";"One thing to note is that the theory is a form of consequentialism: the right action is understood entirely in terms of consequences produced."
"right action";"be understand entirely in";"form of consequentialism";"1.0";"One thing to note is that the theory is a form of consequentialism: the right action is understood entirely in terms of consequences produced."
"right action";"be understand entirely in";"form of consequentialism";"1.0";"One thing to note is that the theory is a form of consequentialism: the right action is understood entirely in terms of consequences produced."
"one";"ought maximize";"overall good";"1.0";"On the utilitarian view one ought to maximize the overall good — that is, consider the good of others as well as one's own good."
"one";"ought maximize";"good";"1.0";"On the utilitarian view one ought to maximize the overall good — that is, consider the good of others as well as one's own good."
"John Stuart Mill";"be";"hedonists";"0.472";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"John Stuart Mill";"identify so";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"John Stuart Mill";"identify";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"Classical Utilitarians";"identify so";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"Jeremy Bentham";"identify so";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"John Stuart Mill";"be hedonist about";"value";"0.472";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"Classical Utilitarians";"identify";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"utilitarians";"identify so";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"Jeremy Bentham";"identify";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"utilitarians";"identify";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"utilitarianism";"be one";"most powerful and persuasive approaches to normative ethics in the history of philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"utilitarianism";"be one";"powerful and persuasive approaches to normative ethics in the history of philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"utilitarianism";"be one of";"most powerful and persuasive approaches to normative ethics in the history of philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"utilitarianism";"be one of";"powerful and persuasive approaches to normative ethics in the history of philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"proto utilitarian positions";"articulate until";"19th century";"1.0";"Though not fully articulated until the 19th_century, proto-utilitarian_positions can be discerned throughout the history_of_ethical_theory."
"proto utilitarian positions";"can";"can discern throughout history of ethical theory";"1.0";"Though not fully articulated until the 19th_century, proto-utilitarian_positions can be discerned throughout the history_of_ethical_theory."
"proto utilitarian positions";"can";"can discern";"1.0";"Though not fully articulated until the 19th_century, proto-utilitarian_positions can be discerned throughout the history_of_ethical_theory."
"proto utilitarian positions";"fully articulate until";"19th century";"1.0";"Though not fully articulated until the 19th_century, proto-utilitarian_positions can be discerned throughout the history_of_ethical_theory."
"morally right action";"be";"action";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"one";"ought on";"utilitarian view";"1.0";"On the utilitarian_view one ought to maximize the overall_good — that is, consider the good_of_others as well as one's own good."
"one";"maximize";"overall good";"1.0";"On the utilitarian_view one ought to maximize the overall_good — that is, consider the good_of_others as well as one's own good."
