"sujeto";"predicado";"objeto";"confianza";"frase"
"government spending";"demand in";"economy";"0.61";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"government spending";"can stimulate";"demand";"1.0";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"demand";"be in";"economy";"1.0";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"increase government spending";"can stimulate";"demand in economy";"1.0";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"government spending";"can stimulate";"demand in economy";"1.0";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"increase government spending";"can stimulate";"demand";"1.0";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"increase government spending";"demand in";"economy";"0.61";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"Government expenditure";"can contribute";"demand";"1.0";"Government expenditure on infrastructure projects, welfare programs, or defense can contribute to demand-pull inflation."
"Government expenditure";"can contribute";"to demand";"1.0";"Government expenditure on infrastructure projects, welfare programs, or defense can contribute to demand-pull inflation."
"businesses";"expand";"businesses";"1.0";"Investment and Business Confidence: When businesses are optimistic about future prospects, they may increase investment and expand their production capacities."
"business";"be";"when optimistic";"1.0";"Investment and Business Confidence: When businesses are optimistic about future prospects, they may increase investment and expand their production capacities."
"business";"be optimistic about";"future prospects";"1.0";"Investment and Business Confidence: When businesses are optimistic about future prospects, they may increase investment and expand their production capacities."
"business";"be";"optimistic";"1.0";"Investment and Business Confidence: When businesses are optimistic about future prospects, they may increase investment and expand their production capacities."
"business";"be";"when optimistic about future prospects";"1.0";"Investment and Business Confidence: When businesses are optimistic about future prospects, they may increase investment and expand their production capacities."
"expand supply";"demand for";"businesses";"0.333";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"the demand for their products";"can lead to";"inflationary pressure";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"the demand for their products";"however can lead to";"inflationary pressure";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"demand";"outstrip";"expand supply";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"the demand for their products";"however can lead to";"pressure";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"supply";"demand for";"businesses";"0.333";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"the demand for their products";"can lead to";"pressure";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"demand";"outstrip";"supply";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"increase";"lead to";"surge demand";"1.0";"In demand-pull inflation, there is an increase in consumer spending, business investment, or government expenditure, leading to a surge in demand."
"increase";"be in";"consumer spending";"1.0";"In demand-pull inflation, there is an increase in consumer spending, business investment, or government expenditure, leading to a surge in demand."
"increase";"lead to";"surge";"1.0";"In demand-pull inflation, there is an increase in consumer spending, business investment, or government expenditure, leading to a surge in demand."
"exist production capacity";"result in";"pressure";"1.0";"As demand rises, businesses may struggle to meet the increased demand with their existing production capacities, resulting in upward pressure on prices."
"production capacity";"result in";"upward pressure";"1.0";"As demand rises, businesses may struggle to meet the increased demand with their existing production capacities, resulting in upward pressure on prices."
"production capacity";"result in";"upward pressure price";"1.0";"As demand rises, businesses may struggle to meet the increased demand with their existing production capacities, resulting in upward pressure on prices."
"production capacity";"result in";"pressure";"1.0";"As demand rises, businesses may struggle to meet the increased demand with their existing production capacities, resulting in upward pressure on prices."
"exist production capacity";"result in";"pressure price";"1.0";"As demand rises, businesses may struggle to meet the increased demand with their existing production capacities, resulting in upward pressure on prices."
"production capacity";"result in";"pressure price";"1.0";"As demand rises, businesses may struggle to meet the increased demand with their existing production capacities, resulting in upward pressure on prices."
"exist production capacity";"result in";"upward pressure price";"1.0";"As demand rises, businesses may struggle to meet the increased demand with their existing production capacities, resulting in upward pressure on prices."
"exist production capacity";"result in";"upward pressure";"1.0";"As demand rises, businesses may struggle to meet the increased demand with their existing production capacities, resulting in upward pressure on prices."
"demand";"push high";"price";"1.0";"Increased consumer demand can lead to a shortage of supply relative to the demand, pushing prices higher."
"demand";"push";"price";"1.0";"Increased consumer demand can lead to a shortage of supply relative to the demand, pushing prices higher."
"they";"expand";"they production capacity";"1.0";"Investment and Business Confidence: When businesses are optimistic about future prospects, they may increase investment and expand their production capacities."
