sujeto;predicado;objeto;confianza;frase
"Utilitarians";"identify so";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"Jeremy Bentham";"identify";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"Utilitarians";"identify";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"utilitarianism";"be one";"most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"utilitarianism";"be one";"powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"utilitarianism";"be one of";"most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"utilitarianism";"be one of";"powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"proto utilitarian_positions";"articulate until";"19th_century";"1.0";"Though not fully articulated until the 19th_century, proto-utilitarian_positions can be discerned throughout the history_of_ethical_theory."
"proto utilitarian_positions";"can";"can discern throughout history_of_ethical_theory";"1.0";"Though not fully articulated until the 19th_century, proto-utilitarian_positions can be discerned throughout the history_of_ethical_theory."
"proto utilitarian_positions";"can";"can discern";"1.0";"Though not fully articulated until the 19th_century, proto-utilitarian_positions can be discerned throughout the history_of_ethical_theory."
"proto utilitarian_positions";"fully articulate until";"19th_century";"1.0";"Though not fully articulated until the 19th_century, proto-utilitarian_positions can be discerned throughout the history_of_ethical_theory."
"utilitarianism";"be hold";"though be";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be";"hold";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be";"variety of view discuss";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be";"view";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be";"generally hold";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be generally hold";"though be";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"morally_right_action";"be";"action";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be hold";"to view";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be generally hold";"view";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be hold";"view";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be";"many variety of view discuss";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be generally hold";"be";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be hold";"be";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"utilitarianism";"be generally hold";"to view";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"right_action";"be understand entirely in";"term of consequence produce";"1.0";"One thing to note is that the theory is a form_of_consequentialism: the right_action is understood entirely in terms of consequences produced."
"right_action";"be";"understand entirely";"1.0";"One thing to note is that the theory is a form_of_consequentialism: the right_action is understood entirely in terms of consequences produced."
"right_action";"be understand in";"term of consequence produce";"1.0";"One thing to note is that the theory is a form_of_consequentialism: the right_action is understood entirely in terms of consequences produced."
"right_action";"be understand in";"term";"1.0";"One thing to note is that the theory is a form_of_consequentialism: the right_action is understood entirely in terms of consequences produced."
"right_action";"be understand in";"term of consequence";"1.0";"One thing to note is that the theory is a form_of_consequentialism: the right_action is understood entirely in terms of consequences produced."
"right_action";"be";"understand";"1.0";"One thing to note is that the theory is a form_of_consequentialism: the right_action is understood entirely in terms of consequences produced."
"right_action";"be understand entirely in";"term";"1.0";"One thing to note is that the theory is a form_of_consequentialism: the right_action is understood entirely in terms of consequences produced."
"right_action";"be understand entirely in";"term of consequence";"1.0";"One thing to note is that the theory is a form_of_consequentialism: the right_action is understood entirely in terms of consequences produced."
"one";"ought on";"utilitarian_view";"1.0";"On the utilitarian_view one ought to maximize the overall_good — that is, consider the good_of_others as well as one's own good."
"one";"maximize";"overall_good";"1.0";"On the utilitarian_view one ought to maximize the overall_good — that is, consider the good_of_others as well as one's own good."
"classical_utilitarians";"identify so";"good";"1.0";"The classical_utilitarians, jeremy_bentham_and_john_stuart_mill, identified the good with pleasure, so, like epicurus, were hedonists_about_value."
"classical_utilitarians";"identify";"good";"1.0";"The classical_utilitarians, jeremy_bentham_and_john_stuart_mill, identified the good with pleasure, so, like epicurus, were hedonists_about_value."
"way";"spell out";"general claim";"1.0";"There are many ways to spell out this general claim."
"way";"spell out";"claim";"1.0";"There are many ways to spell out this general claim."
