"sujeto";"predicado";"objeto";"confianza";"frase"
"jeremy bentham";"identify";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"utilitarians";"identify";"good";"1.0";"The Classical Utilitarians, Jeremy Bentham and John Stuart Mill, identified the good with pleasure, so, like Epicurus, were hedonists about value."
"utilitarianism";"be one";"most powerful and persuasive approaches to normative ethics in the history of philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"utilitarianism";"be one";"powerful and persuasive approaches to normative ethics in the history of philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"utilitarianism";"be one of";"most powerful and persuasive approaches to normative ethics in the history of philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"utilitarianism";"be one of";"powerful and persuasive approaches to normative ethics in the history of philosophy";"1.0";"utilitarianism is one of the most powerful_and_persuasive_approaches_to_normative_ethics_in_the_history_of_philosophy."
"proto utilitarian positions";"articulate until";"19th century";"1.0";"Though not fully articulated until the 19th_century, proto-utilitarian_positions can be discerned throughout the history_of_ethical_theory."
"proto utilitarian positions";"can discern throughout";"history of ethical theory";"1.0";"Though not fully articulated until the 19th_century, proto-utilitarian_positions can be discerned throughout the history_of_ethical_theory."
"proto utilitarian positions";"fully articulate until";"19th century";"1.0";"Though not fully articulated until the 19th_century, proto-utilitarian_positions can be discerned throughout the history_of_ethical_theory."
"morally right action";"be";"action";"1.0";"Though there are many varieties of the view discussed, utilitarianism is generally held to be the view that the morally_right_action is the action that produces the most good."
"one";"ought on";"utilitarian view";"1.0";"On the utilitarian_view one ought to maximize the overall_good — that is, consider the good_of_others as well as one's own good."
"one";"maximize";"overall good";"1.0";"On the utilitarian_view one ought to maximize the overall_good — that is, consider the good_of_others as well as one's own good."
