sujeto;predicado;objeto;confianza;frase
"know mechanism";"be";"regulator";1.000;"The best-known homeostatic mechanisms in humans_and_other_mammals are regulators that keep the composition of the extracellular_fluid (or the ""internal environment"") constant, especially with regard to the temperature, ph, osmolality, and the concentrations of sodium, potassium, glucose, carbon_dioxide, and oxygen."
"mechanism";"be";"regulator";1.000;"The best-known homeostatic mechanisms in humans_and_other_mammals are regulators that keep the composition of the extracellular_fluid (or the ""internal environment"") constant, especially with regard to the temperature, ph, osmolality, and the concentrations of sodium, potassium, glucose, carbon_dioxide, and oxygen."
"control other entity";"be in";"body";1.000;"However, a great_many_other_homeostatic_mechanisms, encompassing many aspects of human_physiology, control other entities in the body."
"great_many_other_homeostatic_mechanisms";"entity in";"body";1.000;"However, a great_many_other_homeostatic_mechanisms, encompassing many aspects of human_physiology, control other entities in the body."
"levels_of_variables";"be high than";"that";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"the levels_of_variables";"be prefix with";"with respectively hyperthermia_and_hypothermia_or_hypertension_and_hypotension";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"the levels_of_variables";"be prefix with";"with hyper respectively hyperthermia_and_hypothermia_or_hypertension_and_hypotension";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"the levels_of_variables";"be often prefix with";"with respectively hyperthermia_and_hypothermia_or_hypertension_and_hypotension";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"levels_of_variables";"be";"where high";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"the levels_of_variables";"be";"often prefix";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"the levels_of_variables";"be often prefix with";"with hyper respectively hyperthermia_and_hypothermia_or_hypertension_and_hypotension";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"the levels_of_variables";"be prefix with";"with hyper hyperthermia_and_hypothermia_or_hypertension_and_hypotension";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"the levels_of_variables";"be";"prefix";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"levels_of_variables";"be";"where high than that need";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"the levels_of_variables";"be prefix with";"with hyperthermia_and_hypothermia_or_hypertension_and_hypotension";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"the levels_of_variables";"be often prefix with";"with hyperthermia_and_hypothermia_or_hypertension_and_hypotension";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"levels_of_variables";"be";"high";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"levels_of_variables";"be high than";"that need";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"the levels_of_variables";"be often prefix with";"with hyper hyperthermia_and_hypothermia_or_hypertension_and_hypotension";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
"levels_of_variables";"be";"where high than that";1.000;"Where the levels_of_variables are higher or lower than those needed, they are often prefixed with hyper- and hypo-, respectively such as hyperthermia_and_hypothermia_or_hypertension_and_hypotension."
