"sujeto";"predicado";"objeto";"confianza";"frase"
"Increased consumer demand";"can lead to";"shortage relative to demand";"1.0";"Increased consumer demand can lead to a shortage of supply relative to the demand, pushing prices higher."
"Increased consumer demand";"can lead to";"shortage of supply relative";"1.0";"Increased consumer demand can lead to a shortage of supply relative to the demand, pushing prices higher."
"Increased consumer demand";"can lead to";"a shortage of supply";"1.0";"Increased consumer demand can lead to a shortage of supply relative to the demand, pushing prices higher."
"Central banks";"may implement";"Expansionary Monetary Policy";"1.0";"Expansionary Monetary Policy: Central banks may implement expansionary monetary policies, such as lowering interest rates or increasing the money supply, to stimulate economic growth."
"Central banks";"may implement";"Expansionary Monetary Policy";"1.0";"Expansionary Monetary Policy: Central banks may implement expansionary monetary policies, such as lowering interest rates or increasing the money supply, to stimulate economic growth."
"Central banks";"may implement";"Expansionary Monetary Policy";"1.0";"Expansionary Monetary Policy: Central banks may implement expansionary monetary policies, such as lowering interest rates or increasing the money supply, to stimulate economic growth."
"Central banks";"may implement";"Expansionary Monetary Policy";"1.0";"Expansionary Monetary Policy: Central banks may implement expansionary monetary policies, such as lowering interest rates or increasing the money supply, to stimulate economic growth."
"Central banks";"may implement";"Expansionary Monetary Policy";"1.0";"Expansionary Monetary Policy: Central banks may implement expansionary monetary policies, such as lowering interest rates or increasing the money supply, to stimulate economic growth."
"Central banks";"may implement";"Expansionary Monetary Policy";"1.0";"Expansionary Monetary Policy: Central banks may implement expansionary monetary policies, such as lowering interest rates or increasing the money supply, to stimulate economic growth."
"Central banks";"may implement";"Expansionary Monetary Policy";"1.0";"Expansionary Monetary Policy: Central banks may implement expansionary monetary policies, such as lowering interest rates or increasing the money supply, to stimulate economic growth."
"Central banks";"may implement";"Expansionary Monetary Policy";"1.0";"Expansionary Monetary Policy: Central banks may implement expansionary monetary policies, such as lowering interest rates or increasing the money supply, to stimulate economic growth."
"Government Spending";"demand in";"the economy";"0.61";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"Government Spending";"can stimulate";"demand";"1.0";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"demand";"be in";"the economy";"1.0";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"Increased government spending";"can stimulate";"demand in economy";"1.0";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"Government Spending";"can stimulate";"demand in economy";"1.0";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"Increased government spending";"can stimulate";"demand";"1.0";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"Increased government spending";"demand in";"the economy";"0.61";"Government Spending: Increased government spending, particularly when financed through deficit spending or borrowing, can stimulate demand in the economy."
"Government expenditure";"can contribute";"demand";"1.0";"Government expenditure on infrastructure projects, welfare programs, or defense can contribute to demand-pull inflation."
"Government expenditure";"can contribute";"to demand";"1.0";"Government expenditure on infrastructure projects, welfare programs, or defense can contribute to demand-pull inflation."
"businesses";"expand";"businesses";"1.0";"Investment and Business Confidence: When businesses are optimistic about future prospects, they may increase investment and expand their production capacities."
"businesses";"be";"Investment and Business Confidence : When businesses are optimistic about future prospects , they may increase investment and expand their production capacities .";"1.0";"Investment and Business Confidence: When businesses are optimistic about future prospects, they may increase investment and expand their production capacities."
"businesses";"be optimistic about";"future prospects";"1.0";"Investment and Business Confidence: When businesses are optimistic about future prospects, they may increase investment and expand their production capacities."
"businesses";"be";"Investment and Business Confidence : When businesses are optimistic about future prospects , they may increase investment and expand their production capacities .";"1.0";"Investment and Business Confidence: When businesses are optimistic about future prospects, they may increase investment and expand their production capacities."
"businesses";"be";"Investment and Business Confidence : When businesses are optimistic about future prospects , they may increase investment and expand their production capacities .";"1.0";"Investment and Business Confidence: When businesses are optimistic about future prospects, they may increase investment and expand their production capacities."
"the expanded supply";"demand for";"businesses";"0.333";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"the demand for their products";"can lead to";"inflationary pressures";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"the demand for their products";"however can lead to";"inflationary pressures";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"the demand";"outstrip";"the expanded supply";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"the demand for their products";"however can lead to";"inflationary pressures";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"the expanded supply";"demand for";"businesses";"0.333";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"the demand for their products";"can lead to";"inflationary pressures";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"the demand";"outstrip";"the expanded supply";"1.0";"However, if the demand for their products outstrips the expanded supply, it can lead to inflationary pressures."
"overall demand for goods and services in an economy";"outpace";"economy 's ability";"1.0";"demand-pull inflation is a type of inflation that occurs when the overall_demand_for_goods_and_services_in_an_economy outpaces the economy's ability to supply them."
"economy";"have";"ability";"1.0";"demand-pull inflation is a type of inflation that occurs when the overall_demand_for_goods_and_services_in_an_economy outpaces the economy's ability to supply them."
"economy 's ability";"supply";"they";"1.0";"demand-pull inflation is a type of inflation that occurs when the overall_demand_for_goods_and_services_in_an_economy outpaces the economy's ability to supply them."
"increase";"be in";"consumer spending lead to surge in demand";"1.0";"In demand-pull inflation, there is an increase in consumer_spending, business_investment, or government_expenditure, leading to a surge_in_demand."
"business";"meet increased demand with";"businesses";"1.0";"As demand_rises, businesses may struggle to meet the increased_demand with their existing_production_capacities, resulting in upward_pressure_on_prices."
"business";"may struggle as";"demand rises";"1.0";"As demand_rises, businesses may struggle to meet the increased_demand with their existing_production_capacities, resulting in upward_pressure_on_prices."
"business";"meet";"increased demand";"1.0";"As demand_rises, businesses may struggle to meet the increased_demand with their existing_production_capacities, resulting in upward_pressure_on_prices."
"consumer";"have";"higher disposable income or confidence in the economy";"1.0";"strong_consumer_spending: When consumers have higher_disposable_income_or_confidence_in_the_economy, they tend to spend more on goods_and_services."
"increased consumer demand";"can lead to";"relative";"1.0";"increased_consumer_demand can lead to a shortage_of_supply relative to the demand, pushing prices higher."
"increased consumer demand";"can lead to";"shortage of supply relative";"1.0";"increased_consumer_demand can lead to a shortage_of_supply relative to the demand, pushing prices higher."
"increased consumer demand";"can lead to";"shortage of supply relative to demand";"1.0";"increased_consumer_demand can lead to a shortage_of_supply relative to the demand, pushing prices higher."
"increased consumer demand";"can lead to";"relative to demand";"1.0";"increased_consumer_demand can lead to a shortage_of_supply relative to the demand, pushing prices higher."
"central banks";"may implement";"expansionary monetary policies";"0.737";"expansionary_monetary_policy: central_banks may implement expansionary_monetary_policies, such as lowering interest_rates or increasing the money_supply, to stimulate economic_growth."
"central banks";"expansionary monetary policies such";"interest rates";"0.381";"expansionary_monetary_policy: central_banks may implement expansionary_monetary_policies, such as lowering interest_rates or increasing the money_supply, to stimulate economic_growth."
"central banks";"expansionary monetary policies such";"lower interest rates";"0.381";"expansionary_monetary_policy: central_banks may implement expansionary_monetary_policies, such as lowering interest_rates or increasing the money_supply, to stimulate economic_growth."
"central banks";"stimulate";"economic growth";"1.0";"expansionary_monetary_policy: central_banks may implement expansionary_monetary_policies, such as lowering interest_rates or increasing the money_supply, to stimulate economic_growth."
"the demand for their products";"can lead to";"inflationary pressures";"1.0";"However, if the demand_for_their_products outstrips the expanded_supply, it can lead to inflationary_pressures."
"the demand for their products";"however can lead to";"inflationary pressures";"1.0";"However, if the demand_for_their_products outstrips the expanded_supply, it can lead to inflationary_pressures."
"demand for their products";"outstrip";"expanded supply";"1.0";"However, if the demand_for_their_products outstrips the expanded_supply, it can lead to inflationary_pressures."
